WKT,HANDLE,PARCEL,PARCELID
"POLYGON ((-90.274179110073064 38.575878340234389,-90.274113669588743 38.57593381954289,-90.274043192406396 38.575993570034363,-90.273977067778958 38.576049627340907,-90.27389952644937 38.576063094355504,-90.273885936743156 38.576021883859745,-90.273952942875056 38.576004785478851,-90.274139733869248 38.575839015753843,-90.274155848267938 38.57585826879081,-90.274179110073064 38.575878340234389))",15880000210,210,58800002100
"POLYGON ((-90.250618091102623 38.584275884543338,-90.250560008751677 38.584535466138249,-90.250295076214712 38.584400102438721,-90.250303686299446 38.584386882536442,-90.250468549557212 38.584196533005397,-90.250550363660309 38.584239946021725,-90.250618091102623 38.584275884543338))",15881000226,226,58810002260
"POLYGON ((-90.265276749015953 38.613197879323003,-90.265331315620287 38.612850647345653,-90.265470255905541 38.612864088467028,-90.265415689959724 38.613211320510231,-90.265276749015953 38.613197879323003))",15903000070,70,59030000700
"POLYGON ((-90.265479339070595 38.613629200755554,-90.26516845003556 38.613341309543678,-90.265189105062689 38.613319152801843,-90.265625357254564 38.613364130357674,-90.265715979363222 38.613396129847402,-90.265720044890671 38.613398672533407,-90.265756178272639 38.613428423426221,-90.265479339070595 38.613629200755554))",15905000170,170,59050001700
"POLYGON ((-90.265376199415542 38.68177918744081,-90.265270459653308 38.681733307594143,-90.265474172166989 38.681445083506716,-90.265579911665355 38.681490963129541,-90.265376199415542 38.68177918744081))",15930000185,185,59300001800
"POLYGON ((-90.265481939313077 38.681825067189138,-90.265376199415542 38.68177918744081,-90.265579911665355 38.681490963129541,-90.265685651299037 38.681536842656776,-90.265481939313077 38.681825067189138))",15930000192,192,59300001920
"POLYGON ((-90.265173065476404 38.680601484936474,-90.265118293226308 38.680679803755424,-90.264756868647808 38.680525314193666,-90.264813242682806 38.680447882961495,-90.265173065476404 38.680601484936474))",15931000240,240,59310002400
"POLYGON ((-90.265232029464045 38.680517169190203,-90.265173065476404 38.680601484936474,-90.264813242682806 38.680447882961495,-90.264874089171215 38.680364318082951,-90.265232029464045 38.680517169190203))",15931000250,250,59310002500
"POLYGON ((-90.265750695622586 38.680053571445789,-90.265535846814629 38.680353554934925,-90.265437731007211 38.680311020889476,-90.265654090768351 38.680006496106962,-90.265750695622586 38.680053571445789))",15932000150,150,59320001500
"POLYGON ((-90.265823490596901 38.679692145031531,-90.265773283601845 38.679762092771462,-90.265412893237283 38.679604051317355,-90.265462144949808 38.679533854675348,-90.265823490596901 38.679692145031531))",15932000210,210,59320002100
"POLYGON ((-90.266430870112814 38.679862103335701,-90.266097539740258 38.680168465388469,-90.265974343286501 38.680108288320923,-90.266315770932451 38.67978860313373,-90.266344170779703 38.679806739234351,-90.266430870112814 38.679862103335701))",15932000270,270,59320002700
"POLYGON ((-90.266548587899152 38.679937272698567,-90.266228924098812 38.680232643082761,-90.266097539740258 38.680168465388469,-90.266430870112814 38.679862103335701,-90.266468463987792 38.679886109394133,-90.266548587899152 38.679937272698567))",15932000280,280,59320002800
"POLYGON ((-90.266662062002396 38.680009734203196,-90.266361539823862 38.680297421708488,-90.266228924098812 38.680232643082761,-90.266548587899152 38.679937272698567,-90.266662062002396 38.680009734203196))",15932000290,290,59320002900
"POLYGON ((-90.266784324831164 38.680087809376019,-90.26649597800315 38.680363090767557,-90.266361539823862 38.680297421708488,-90.266662062002396 38.680009734203196,-90.266716023454308 38.680044193729465,-90.266784324831164 38.680087809376019))",15932000300,300,59320003000
"POLYGON ((-90.266901155417244 38.680162410946103,-90.266623820066684 38.680425536480314,-90.26649597800315 38.680363090767557,-90.266784324831164 38.680087809376019,-90.266843002283508 38.680125276828576,-90.266901155417244 38.680162410946103))",15932000310,310,59320003100
"POLYGON ((-90.2670144064992 38.680234728872549,-90.266743911775933 38.680484199136167,-90.266623820066684 38.680425536480314,-90.266901155417244 38.680162410946103,-90.2670144064992 38.680234728872549))",15932000320,320,59320003200
"POLYGON ((-90.267124668861882 38.680305137791855,-90.266873691918462 38.680547590305018,-90.266743911775933 38.680484199136167,-90.2670144064992 38.680234728872549,-90.267124668861882 38.680305137791855))",15932000330,330,59320003300
"POLYGON ((-90.267234550389759 38.680375304204674,-90.266995725190029 38.680607198436391,-90.266873691918462 38.680547590305018,-90.267124668861882 38.680305137791855,-90.267234550389759 38.680375304204674))",15932000340,340,59320003400
"POLYGON ((-90.266368402550242 38.579017639478707,-90.266737812457961 38.57857348999741,-90.266825044967774 38.578619287418952,-90.266455635359677 38.579063437172884,-90.266368402550242 38.579017639478707))",15936000090,90,59360000900
"POLYGON ((-90.257432707897593 38.678279016676321,-90.257205583703708 38.678595396514446,-90.257093907296834 38.678541717204837,-90.257316997112483 38.678230285583176,-90.257432707897593 38.678279016676321))",15949000025,25,59490000250
"POLYGON ((-90.256992709931879 38.677624045359352,-90.256778548144652 38.677938004795898,-90.256550591964015 38.67784192688697,-90.256770327885391 38.677528937819133,-90.256992709931879 38.677624045359352))",15949000060,60,59490000600
"POLYGON ((-90.257442239950691 38.677816298322433,-90.257230366183364 38.678128431802925,-90.257154721954691 38.678096550591071,-90.257136490389499 38.6780888679586,-90.257348579790403 38.67777624357398,-90.257442239950691 38.677816298322433))",15949000100,100,59490001000
"POLYGON ((-90.257734553424186 38.677407957771692,-90.257537934058703 38.677700429733875,-90.257417406327505 38.677648953775915,-90.257613544689633 38.677356909378879,-90.257734553424186 38.677407957771692))",15950000070,70,59500000700
"POLYGON ((-90.257222322513741 38.677191875289218,-90.257027533175901 38.677482439047651,-90.25685650710426 38.677409395105762,-90.257052084431294 38.677120060700382,-90.257222322513741 38.677191875289218))",15950000110,110,59500001107
"POLYGON ((-90.258704774661012 38.676771811350484,-90.258916945988261 38.676471559672848,-90.259051770610213 38.676530104278328,-90.258839599670623 38.676830356198629,-90.258704774661012 38.676771811350484))",15951000240,240,59510002400
"POLYGON ((-90.259568044783819 38.676404907147187,-90.259669475412295 38.676260608243446,-90.260035719008911 38.676422400565421,-90.259934288883784 38.676566699784182,-90.259568044783819 38.676404907147187))",15952000210,210,59520002107
"POLYGON ((-90.25669673380969 38.676948130415575,-90.25690808057513 38.677039881542434,-90.256702790105365 38.677343391890851,-90.256484807425764 38.677247721830312,-90.25669673380969 38.676948130415575))",15954000010,10,59540000100
"POLYGON ((-90.256890541136855 38.676587664790738,-90.256686856634786 38.676892090132213,-90.256543909512914 38.676830033106562,-90.256748035496884 38.67652673201664,-90.256890541136855 38.676587664790738))",15954000280,280,59540002800
"POLYGON ((-90.291509469777395 38.574544677948921,-90.291467720506091 38.574848915258606,-90.291440433912229 38.57484611224298,-90.291459619261403 38.574722283754028,-90.291473578766983 38.574632155533358,-90.291487509608459 38.57454224968253,-90.291509469777395 38.574544677948921))",15957000070,70,59570000700
"POLYGON ((-90.27480572148643 38.577016693360207,-90.27472620100005 38.577054198116855,-90.27462365697582 38.577102559858368,-90.274504504553107 38.577142901358776,-90.274484313163669 38.577149727261286,-90.274275398092996 38.576841773856096,-90.274326357863487 38.576818424574626,-90.274412853260756 38.576778750527133,-90.274480665883502 38.576737799113317,-90.274533853296887 38.576705680654719,-90.27480572148643 38.577016693360207))",16063220070,70,60632200700
"POLYGON ((-90.277620159258532 38.67889437095787,-90.277410011140773 38.679190109917975,-90.277281503655956 38.679133185781346,-90.277488991466555 38.678836920245359,-90.277620159258532 38.67889437095787))",16097000080,80,60970000800
"POLYGON ((-90.277488991466555 38.678836920245359,-90.277281503655956 38.679133185781346,-90.277153167801004 38.679076333225311,-90.277361580575359 38.678783513074087,-90.277457500039972 38.678823125001529,-90.277488991466555 38.678836920245359))",16097000090,90,60970000900
"POLYGON ((-90.277361580575359 38.678783513074087,-90.277153167801004 38.679076333225311,-90.277022110527398 38.679018278098283,-90.277228125470543 38.678728394484132,-90.277361580575359 38.678783513074087))",16097000100,100,60970001000
"POLYGON ((-90.277228125470543 38.678728394484132,-90.277022110527398 38.679018278098283,-90.27689599994865 38.67896240981176,-90.277099827399667 38.678675405458527,-90.277228125470543 38.678728394484132))",16097000110,110,60970001100
"POLYGON ((-90.277099827399667 38.678675405458527,-90.27689599994865 38.67896240981176,-90.276763312929106 38.678903631841791,-90.276965186693602 38.678619798271626,-90.277099827399667 38.678675405458527))",16097000120,120,60970001200
"POLYGON ((-90.276965186693602 38.678619798271626,-90.276763312929106 38.678903631841791,-90.276630031437207 38.678844588972744,-90.27682960159342 38.678563801945593,-90.276965186693602 38.678619798271626))",16097000130,130,60970001300
"POLYGON ((-90.27682960159342 38.678563801945593,-90.276630031437207 38.678844588972744,-90.276508773458389 38.678790871388991,-90.276706195023152 38.678512834616321,-90.27682960159342 38.678563801945593))",16097000140,140,60970001400
"POLYGON ((-90.276565471036406 38.678454711029644,-90.276371434563274 38.678734494979132,-90.276352092704897 38.67872717018178,-90.276271397857158 38.678696615177344,-90.276467722850114 38.678414339732143,-90.276565471036406 38.678454711029644))",16097000160,160,60970001600
"POLYGON ((-90.276370996334634 38.678374390439608,-90.276171672663523 38.678658851216888,-90.27606647882493 38.678619017220761,-90.276268878747274 38.678332214756743,-90.276370996334634 38.678374390439608))",16097000180,180,60970001800
"POLYGON ((-90.276268878747274 38.678332214756743,-90.27606647882493 38.678619017220761,-90.275947531027413 38.678573975130789,-90.276150045503343 38.678283133830845,-90.276268878747274 38.678332214756743))",16097000190,190,60970001900
"POLYGON ((-90.276030774770874 38.677912402189754,-90.275657750814517 38.677752926357826,-90.27574468090161 38.677634244357556,-90.275945570738699 38.67772116306255,-90.276111584931769 38.67779365598917,-90.276030774770874 38.677912402189754))",16097000240,240,60970002400
"POLYGON ((-90.277652680471206 38.678466933248963,-90.277436779015346 38.678764687800722,-90.277300234627631 38.678708311251718,-90.277517815027068 38.678408105294288,-90.277652680471206 38.678466933248963))",16097000370,370,60970003700
"POLYGON ((-90.277143819572487 38.679661420287637,-90.276920458280259 38.679973655307741,-90.276789402557071 38.679916887770652,-90.277013243493315 38.67960261643757,-90.277143819572487 38.679661420287637))",16098000080,80,60980000809
"POLYGON ((-90.275915140912375 38.679181342240284,-90.27571968576386 38.679464142862919,-90.275702695334502 38.679457616055863,-90.275583701496956 38.679422428645779,-90.275784521989834 38.679131230538616,-90.275915140912375 38.679181342240284))",16098000170,170,60980001700
"POLYGON ((-90.275784521989834 38.679131230538616,-90.275583701496956 38.679422428645779,-90.275449161568687 38.679382655677102,-90.275655922076865 38.679081894181863,-90.275784521989834 38.679131230538616))",16098000180,180,60980001800
"POLYGON ((-90.275258682449362 38.67903662579554,-90.27510445595108 38.679260321900237,-90.274733940035887 38.679109352130922,-90.274889365604849 38.678878901097519,-90.275258682449362 38.67903662579554))",16098000210,210,60980002100
"POLYGON ((-90.275436401017359 38.678778856584358,-90.275258682449362 38.67903662579554,-90.274889365604849 38.678878901097519,-90.275063995574556 38.678619973192141,-90.275436401017359 38.678778856584358))",16098000220,220,60980002200
"POLYGON ((-90.27549381742547 38.678695570607211,-90.27512056643107 38.67853608989838,-90.275197194119499 38.678422473906586,-90.275572484972045 38.678581469525646,-90.27549381742547 38.678695570607211))",16098000240,240,60980002400
"POLYGON ((-90.275757664361038 38.678654422712292,-90.275528941971643 38.678996391446532,-90.275401578661558 38.678947178011192,-90.275640384740797 38.678610306150851,-90.275757664361038 38.678654422712292))",16098000250,250,60980002500
"POLYGON ((-90.275887360622576 38.678703568853088,-90.275658555198135 38.679046471293901,-90.275528941971643 38.678996391446532,-90.275757664361038 38.678654422712292,-90.275887360622576 38.678703568853088))",16098000260,260,60980002600
"POLYGON ((-90.276027623681756 38.678756719492746,-90.275797793826655 38.67910027376567,-90.275658555198135 38.679046471293901,-90.275887360622576 38.678703568853088,-90.276027623681756 38.678756719492746))",16098000270,270,60980002700
"POLYGON ((-90.276282489543931 38.678853299868258,-90.276051538543584 38.679198318808361,-90.275930174988943 38.679151424054581,-90.276160735216806 38.678807162477327,-90.276282489543931 38.678853299868258))",16098000285,285,60980002850
"POLYGON ((-90.276282489543931 38.678853299868258,-90.276318230715205 38.678866845465457,-90.27637893516038 38.678893649597711,-90.27617033012767 38.679201773419074,-90.276147084420785 38.679235237335121,-90.276051538543584 38.679198318808361,-90.276282489543931 38.678853299868258))",16098000290,290,60980002900
"POLYGON ((-90.276519332477122 38.678955652774185,-90.276289208042527 38.679289761447535,-90.276187863589996 38.679250882296181,-90.27641654442931 38.678910260457435,-90.276519332477122 38.678955652774185))",16098000300,300,60980003000
